Zancada,Método,Fase,Inicio_fase,Fin_fase,Duración_fase,Inicio_zancada_CSV,Duración_zancada_CSV,Inicio_zancada_video,Duración_zancada_video
23,CSV,Heel strike - Loading response,00:33.323,00:33.456,00:00.133,00:33.323,00:01.338,00:33.647,00:01.500
23,CSV,Mid-stance,00:33.456,00:33.724,00:00.267,00:33.323,00:01.338,00:33.647,00:01.500
23,CSV,Terminal stance,00:33.724,00:33.991,00:00.267,00:33.323,00:01.338,00:33.647,00:01.500
23,CSV,Pre-swing,00:33.991,00:34.125,00:00.133,00:33.323,00:01.338,00:33.647,00:01.500
23,CSV,Toe-off,00:34.125,00:34.299,00:00.173,00:33.323,00:01.338,00:33.647,00:01.500
23,CSV,Mid-swing,00:34.299,00:34.487,00:00.187,00:33.323,00:01.338,00:33.647,00:01.500
23,CSV,Terminal swing,00:34.487,00:34.661,00:00.173,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Heel strike - Loading response,00:33.646,00:33.796,00:00.150,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Mid-stance,00:33.796,00:34.097,00:00.300,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Terminal stance,00:34.097,00:34.396,00:00.300,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Pre-swing,00:34.396,00:34.546,00:00.150,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Toe-off,00:34.546,00:34.741,00:00.195,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Mid-swing,00:34.741,00:34.951,00:00.210,00:33.323,00:01.338,00:33.647,00:01.500
23,Video,Terminal swing,00:34.951,00:35.146,00:00.195,00:33.323,00:01.338,00:33.647,00:01.500
24,CSV,Heel strike - Loading response,00:34.661,00:34.801,00:00.140,00:34.661,00:01.400,00:35.147,00:01.366
24,CSV,Mid-stance,00:34.801,00:35.081,00:00.280,00:34.661,00:01.400,00:35.147,00:01.366
24,CSV,Terminal stance,00:35.081,00:35.360,00:00.280,00:34.661,00:01.400,00:35.147,00:01.366
24,CSV,Pre-swing,00:35.360,00:35.500,00:00.140,00:34.661,00:01.400,00:35.147,00:01.366
24,CSV,Toe-off,00:35.500,00:35.682,00:00.182,00:34.661,00:01.400,00:35.147,00:01.366
24,CSV,Mid-swing,00:35.682,00:35.878,00:00.196,00:34.661,00:01.400,00:35.147,00:01.366
24,CSV,Terminal swing,00:35.878,00:36.060,00:00.182,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Heel strike - Loading response,00:35.146,00:35.283,00:00.136,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Mid-stance,00:35.283,00:35.556,00:00.273,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Terminal stance,00:35.556,00:35.829,00:00.273,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Pre-swing,00:35.829,00:35.966,00:00.136,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Toe-off,00:35.966,00:36.144,00:00.177,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Mid-swing,00:36.144,00:36.335,00:00.191,00:34.661,00:01.400,00:35.147,00:01.366
24,Video,Terminal swing,00:36.335,00:36.512,00:00.177,00:34.661,00:01.400,00:35.147,00:01.366
25,CSV,Heel strike - Loading response,00:36.060,00:36.199,00:00.138,00:36.061,00:01.385,00:36.513,00:01.366
25,CSV,Mid-stance,00:36.199,00:36.476,00:00.277,00:36.061,00:01.385,00:36.513,00:01.366
25,CSV,Terminal stance,00:36.476,00:36.753,00:00.277,00:36.061,00:01.385,00:36.513,00:01.366
25,CSV,Pre-swing,00:36.753,00:36.892,00:00.138,00:36.061,00:01.385,00:36.513,00:01.366
25,CSV,Toe-off,00:36.892,00:37.072,00:00.180,00:36.061,00:01.385,00:36.513,00:01.366
25,CSV,Mid-swing,00:37.072,00:37.265,00:00.193,00:36.061,00:01.385,00:36.513,00:01.366
25,CSV,Terminal swing,00:37.265,00:37.445,00:00.180,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Heel strike - Loading response,00:36.512,00:36.649,00:00.136,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Mid-stance,00:36.649,00:36.922,00:00.273,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Terminal stance,00:36.922,00:37.195,00:00.273,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Pre-swing,00:37.195,00:37.332,00:00.136,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Toe-off,00:37.332,00:37.510,00:00.177,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Mid-swing,00:37.510,00:37.701,00:00.191,00:36.061,00:01.385,00:36.513,00:01.366
25,Video,Terminal swing,00:37.701,00:37.878,00:00.177,00:36.061,00:01.385,00:36.513,00:01.366
28,CSV,Heel strike - Loading response,00:40.200,00:40.358,00:00.158,00:40.200,00:01.584,00:40.777,00:01.466
28,CSV,Mid-stance,00:40.358,00:40.675,00:00.316,00:40.200,00:01.584,00:40.777,00:01.466
28,CSV,Terminal stance,00:40.675,00:40.991,00:00.316,00:40.200,00:01.584,00:40.777,00:01.466
28,CSV,Pre-swing,00:40.991,00:41.150,00:00.158,00:40.200,00:01.584,00:40.777,00:01.466
28,CSV,Toe-off,00:41.150,00:41.356,00:00.205,00:40.200,00:01.584,00:40.777,00:01.466
28,CSV,Mid-swing,00:41.356,00:41.578,00:00.221,00:40.200,00:01.584,00:40.777,00:01.466
28,CSV,Terminal swing,00:41.578,00:41.783,00:00.205,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Heel strike - Loading response,00:40.777,00:40.923,00:00.146,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Mid-stance,00:40.923,00:41.216,00:00.293,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Terminal stance,00:41.216,00:41.509,00:00.293,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Pre-swing,00:41.509,00:41.656,00:00.146,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Toe-off,00:41.656,00:41.847,00:00.190,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Mid-swing,00:41.847,00:42.052,00:00.205,00:40.200,00:01.584,00:40.777,00:01.466
28,Video,Terminal swing,00:42.052,00:42.243,00:00.190,00:40.200,00:01.584,00:40.777,00:01.466
29,CSV,Heel strike - Loading response,00:41.783,00:41.920,00:00.136,00:41.784,00:01.369,00:42.243,00:01.433
29,CSV,Mid-stance,00:41.920,00:42.194,00:00.273,00:41.784,00:01.369,00:42.243,00:01.433
29,CSV,Terminal stance,00:42.194,00:42.468,00:00.273,00:41.784,00:01.369,00:42.243,00:01.433
29,CSV,Pre-swing,00:42.468,00:42.605,00:00.136,00:41.784,00:01.369,00:42.243,00:01.433
29,CSV,Toe-off,00:42.605,00:42.783,00:00.177,00:41.784,00:01.369,00:42.243,00:01.433
29,CSV,Mid-swing,00:42.783,00:42.975,00:00.191,00:41.784,00:01.369,00:42.243,00:01.433
29,CSV,Terminal swing,00:42.975,00:43.152,00:00.177,00:41.784,00:01.369,00:42.243,00:01.433
29,Video,Heel strike - Loading response,00:42.243,00:42.386,00:00.143,00:41.784,00:01.369,00:42.243,00:01.433
29,Video,Mid-stance,00:42.386,00:42.672,00:00.286,00:41.784,00:01.369,00:42.243,00:01.433
29,Video,Terminal stance,00:42.672,00:42.959,00:00.286,00:41.784,00:01.369,00:42.243,00:01.433
29,Video,Pre-swing,00:42.959,00:43.102,00:00.143,00:41.784,00:01.369,00:42.243,00:01.433
29,Video,Toe-off,00:43.102,00:43.289,00:00.186,00:41.784,00:01.369,00:42.243,00:01.433
29,Video,Mid-swing,00:43.289,00:43.489,00:00.200,00:41.784,00:01.369,00:42.243,00:01.433
