Zancada,Método,Fase,Inicio_fase,Fin_fase,Duración_fase,Inicio_zancada_CSV,Duración_zancada_CSV,Inicio_zancada_video,Duración_zancada_video
23,Video,Mid-swing,00:34.765205,00:34.983395,00:00.218190,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,Video,Terminal swing,00:34.983395,00:35.185999,00:00.202605,00:33.859375,00:01.359375,00:33.627500,00:01.558500
24,CSV,Heel strike - Loading response,00:35.218750,00:35.360937,00:00.142188,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,CSV,Mid-stance,00:35.360937,00:35.645313,00:00.284375,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,CSV,Terminal stance,00:35.645313,00:35.929687,00:00.284375,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,CSV,Pre-swing,00:35.929687,00:36.071876,00:00.142188,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,CSV,Toe-off,00:36.071876,00:36.256720,00:00.184844,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,CSV,Mid-swing,00:36.256720,00:36.455782,00:00.199063,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,CSV,Terminal swing,00:36.455782,00:36.640627,00:00.184844,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Heel strike - Loading response,00:35.185999,00:35.318190,00:00.132190,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Mid-stance,00:35.318190,00:35.582569,00:00.264380,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Terminal stance,00:35.582569,00:35.846949,00:00.264380,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Pre-swing,00:35.846949,00:35.979140,00:00.132190,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Toe-off,00:35.979140,00:36.150987,00:00.171847,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Mid-swing,00:36.150987,00:36.336052,00:00.185066,00:35.218750,00:01.421875,00:35.186000,00:01.321900
24,Video,Terminal swing,00:36.336052,00:36.507899,00:00.171847,00:35.218750,00:01.421875,00:35.186000,00:01.321900
25,CSV,Heel strike - Loading response,00:36.640625,00:36.779688,00:00.139063,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,CSV,Mid-stance,00:36.779688,00:37.057813,00:00.278125,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,CSV,Terminal stance,00:37.057813,00:37.335937,00:00.278125,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,CSV,Pre-swing,00:37.335937,00:37.475000,00:00.139063,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,CSV,Toe-off,00:37.475000,00:37.655782,00:00.180781,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,CSV,Mid-swing,00:37.655782,00:37.850470,00:00.194688,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,CSV,Terminal swing,00:37.850470,00:38.031250,00:00.180781,00:36.640625,00:01.390625,00:36.507900,00:01.383000
25,Video,Heel strike - Loading response,00:36.507899,00:36.646200,00:00.138300,00:36.640625,00:01.390625,00:36.507900,00:01.383000
